,screen_name,tweet_url,timestamp,text
105,ITNieuws4u,https://twitter.com/ITNieuws4u/status/388010585964552192,9/10/2013 18:38,Vermeende eigenaar Silk Road in New York berecht  
106,NU_Technieuws,https://twitter.com/NU_Technieuws/status/388010499113095168,9/10/2013 18:38,Vermeende eigenaar Silk Road in New York berecht  
107,cohenjohnny,https://twitter.com/cohenjohnny/status/388010498202947584,9/10/2013 18:38,Vermeende eigenaar Silk Road in New York berecht  
108,Intermediax,https://twitter.com/Intermediax/status/388010358981787649,9/10/2013 18:37,Vermeende eigenaar Silk Road in New York berecht  
109,FelixFeed,https://twitter.com/FelixFeed/status/388009126464618496,9/10/2013 18:32,Vermeende eigenaar Silk Road in New York berecht  
110,NUtech_nl,https://twitter.com/NUtech_nl/status/388008318813626368,9/10/2013 18:29,Vermeende eigenaar Silk Road in New York berecht  
111,nieuws_tech,https://twitter.com/nieuws_tech/status/388007345462444032,9/10/2013 18:25,Vermeende eigenaar Silk Road in New York berecht  
112,NLingelicht,https://twitter.com/NLingelicht/status/388007027924275202,9/10/2013 18:24,Vermeende eigenaar Silk Road in New York berecht  #internet
113,nu_tech,https://twitter.com/nu_tech/status/388006631919083520,9/10/2013 18:22,Vermeende eigenaar Silk Road in New York berecht  
114,ISIDIS,https://twitter.com/ISIDIS/status/388005812704010241,9/10/2013 18:19,Vermeende eigenaar Silk Road in New York berecht  
115,DesmondTwit,https://twitter.com/DesmondTwit/status/388005478938050561,9/10/2013 18:18,Vermeende eigenaar Silk Road in New York berecht  
116,NUtechnl,https://twitter.com/NUtechnl/status/388005464837197824,9/10/2013 18:18,Vermeende eigenaar Silk Road in New York berecht:  
117,DutchNewspapers,https://twitter.com/DutchNewspapers/status/388004726480330752,9/10/2013 18:15,Vermeende eigenaar Silk Road in New York berecht  …
118,NU_internet,https://twitter.com/NU_internet/status/388003985300652033,9/10/2013 18:12,Vermeende eigenaar Silk Road in New York berecht  
119,TheNerdsOnline,https://twitter.com/TheNerdsOnline/status/388003846456627200,9/10/2013 18:11,Vermeende eigenaar Silk Road in New York berecht #News >  
120,jrkaandorp,https://twitter.com/jrkaandorp/status/388003776273317888,9/10/2013 18:11,Vermeende eigenaar Silk Road in New York berecht   #tech
121,albertolivier,https://twitter.com/albertolivier/status/388003506126606336,9/10/2013 18:10,Vermeende eigenaar Silk Road in New York berecht  
122,RetweetNLD,https://twitter.com/RetweetNLD/status/388003480117735424,9/10/2013 18:10,"#retweetnld Nieuwe post op NUtech: ""Vermeende eigenaar Silk Road in New York berecht""  "
123,TerburgTotaal,https://twitter.com/TerburgTotaal/status/388002841367183360,9/10/2013 18:07,Vermeende eigenaar Silk Road in New York berecht  
124,ChinaToursBlog,https://twitter.com/ChinaToursBlog/status/387937807273959425,9/10/2013 13:49,Die Teilnehmer der #NewSilkRoad #Rallye haben bereits #China erreicht. Mehr dazu:   #Seidenstraße
125,teeratr,https://twitter.com/teeratr/status/387422329552121857,8/10/2013 3:40,การเชื่อมโยงที่ไทยสนับสนุนในเอเปค เช่น ความร่วมมืออนุภาคลุ่มน้ำโขง ความร่วมมือ ACD การเชื่อมรถไฟระหว่างเอเชีย-ยุโรป (The New Silk Road)
126,Milatrud11,https://twitter.com/Milatrud11/status/386894552868474880,6/10/2013 16:43,"""Die „Neue Seidenstraße“ #Tadschikistan s kann dornig werden""  … #Doktrin d #USA ""The #NewSilkRoad"" für #Zentralasien"
127,_Love_My_Music_,https://twitter.com/_Love_My_Music_/status/385348613179596800,2/10/2013 10:20,TWELVE GIRLS BAND - JOURNEY TO SILK ROAD CONCERT 2005 [3RD ANNIVERSARY - NEW CD $20.68
128,orrlang,https://twitter.com/orrlang/status/383073252790128640,26/9/2013 3:39,我正在看《China Proposes New Silk Road Free Trade Zone》这篇文章，还不错。文章链接： …
129,KongKon84729413,https://twitter.com/KongKon84729413/status/409873824901902336,9/12/2013 2:35,我在痞客邦 PIXNET 新增了篇文章：Reviving the maritime Silk Road  …
